image_id,split,y_true,y_pred,p,kappa
1015929339,cal,1,0,0.446211576461792,0.553788423538208
1494928875,cal,1,0,0.4466274082660675,0.5533726215362549
93540989,cal,0,0,0.46539178490638733,0.5346082448959351
1802559688,cal,0,0,0.4694264829158783,0.5305734872817993
660790023,cal,0,1,0.5264146327972412,0.5264146327972412
1114729288,cal,0,1,0.5184047818183899,0.5184047818183899
1742465484,cal,0,1,0.5095797181129456,0.5095797181129456
138126676,cal,1,1,0.5098269581794739,0.5098269581794739
511030638,cal,1,1,0.5339646339416504,0.5339646339416504
2118457620,cal,1,1,0.5247684121131897,0.5247684121131897
87510051,cal,1,0,0.4927727282047272,0.5072273015975952
612451325,cal,1,1,0.5126772522926331,0.5126772522926331
1930741343,cal,1,1,0.509367048740387,0.509367048740387
304734585,cal,0,1,0.5058624744415283,0.5058624744415283
959874006,cal,0,0,0.49365144968032837,0.5063485503196716
846765464,cal,1,0,0.4908704161643982,0.5091295838356018
1179164048,cal,1,1,0.5161657333374023,0.5161657333374023
148322351,cal,0,0,0.49210456013679504,0.5078954696655273
625365082,cal,0,1,0.5175783038139343,0.5175783038139343
205845801,cal,0,0,0.4946599006652832,0.5053400993347168
1593154763,cal,0,0,0.4988168478012085,0.5011831521987915
40744983,cal,1,0,0.49929526448249817,0.5007047653198242
404195349,cal,1,0,0.4931422472000122,0.5068577527999878
1791966175,cal,0,1,0.5055886507034302,0.5055886507034302
2082667980,cal,0,0,0.4971851408481598,0.5028148889541626
1407408297,cal,1,1,0.503438413143158,0.503438413143158
1750199545,cal,1,1,0.5090692043304443,0.5090692043304443
1772713075,cal,1,0,0.4874420166015625,0.5125579833984375
546297810,cal,0,1,0.510780394077301,0.510780394077301
1210957311,cal,0,0,0.48471564054489136,0.5152843594551086
1363901308,cal,0,0,0.4736637771129608,0.5263361930847168
1531044870,cal,0,0,0.4957786202430725,0.5042213797569275
1552071751,cal,1,0,0.4398512840270996,0.5601487159729004
1696848234,cal,1,0,0.4445158541202545,0.5554841756820679
673430031,cal,0,0,0.44505053758621216,0.5549494624137878
1017899985,cal,0,0,0.43969565629959106,0.5603043437004089
178922776,test,0,1,0.5056702494621277,0.5056702494621277
1232323036,test,0,0,0.4998672306537628,0.5001327991485596
84759171,test,0,0,0.4922925531864166,0.5077074766159058
391411113,test,0,1,0.5066583752632141,0.5066583752632141
959243308,cal,0,0,0.47932711243629456,0.5206729173660278
2085309885,cal,0,0,0.48058244585990906,0.5194175243377686
109806777,cal,0,0,0.4699574112892151,0.5300425887107849
1810597773,cal,0,0,0.48333603143692017,0.5166639685630798
511740930,cal,0,0,0.4501863718032837,0.5498136281967163
1253788368,cal,0,0,0.45491737127304077,0.5450826287269592
56457662,cal,0,0,0.4517858624458313,0.5482141375541687
290080941,cal,0,0,0.4424637258052826,0.557536244392395
423485163,test,0,0,0.48468947410583496,0.515310525894165
1020108109,test,0,0,0.47780781984329224,0.5221921801567078
1427975247,test,0,0,0.4681577682495117,0.5318422317504883
1496684058,test,0,0,0.48627999424934387,0.5137200355529785
1799477497,test,0,0,0.4794226586818695,0.5205773115158081
2117982587,test,0,0,0.4877762496471405,0.5122237205505371
1171644752,test,0,0,0.46378853917121887,0.5362114906311035
1291668532,test,0,0,0.4629368185997009,0.5370631814002991
1388250402,test,0,0,0.4692574739456177,0.5307425260543823
1583554996,test,0,0,0.468128502368927,0.531871497631073
1007365058,test,0,0,0.4563039541244507,0.5436960458755493
1409724875,test,0,0,0.4434739649295807,0.5565260648727417
2146729780,test,0,0,0.45065638422966003,0.5493435859680176
638383617,test,0,0,0.44012129306793213,0.5598787069320679
1930036681,test,0,0,0.4854367971420288,0.5145632028579712
646160754,cal,0,1,0.5340908169746399,0.5340908169746399
1417451830,cal,0,1,0.5080459117889404,0.5080459117889404
1241750525,cal,0,1,0.5392442345619202,0.5392442345619202
1651091526,cal,0,1,0.5020010471343994,0.5020010471343994
1818960890,cal,0,1,0.5128803253173828,0.5128803253173828
72877667,cal,1,0,0.46681448817253113,0.5331854820251465
